10,5,15.03
10,6,14.00
10,7,10.00
10,8,7.07
10,9,16.03
10,10,0.00
10,11,1.00
10,12,15.03
10,13,18.03
10,14,24.02
10,15,24.02
10,16,26.02
10,17,39.05
10,18,39.05
10,19,43.01
10,20,47.01
10,21,50.00
11,0,16.03
11,1,33.02
11,2,30.02
11,3,23.02
11,4,25.02
11,5,16.03
11,6,15.03
11,7,11.00
11,8,8.06
11,9,15.03
11,10,1.00
11,11,0.00
11,12,14.00
11,13,17.03
11,14,23.02
11,15,23.02
11,16,25.02
11,17,38.01
11,18,38.01
11,19,42.01
11,20,46.01
11,21,49.04
12,0,11.00
12,1,47.01
12,2,44.00
12,3,37.01
12,4,39.01
12,5,30.02
12,6,29.02
12,7,25.02
12,8,22.02
12,9,19.03
12,10,15.03
12,11,14.00
12,12,0.00
12,13,3.00
12,14,9.06
12,15,9.06
12,16,11.00
12,17,24.02
12,18,24.02
12,19,28.02
12,20,32.02
12,21,35.01
13,0,16.03
13,1,50.00
13,2,47.01
13,3,40.01
13,4,42.01
13,5,33.02
13,6,32.02
13,7,28.02
13,8,25.02
13,9,22.02
13,10,18.03
13,11,17.03
13,12,3.00
13,13,0.00
13,14,6.00
13,15,6.00
13,16,8.06
13,17,21.02
13,18,21.02
13,19,25.02
13,20,29.02
13,21,32.02
14,0,7.07
14,1,56.01
14,2,53.01
14,3,46.01
14,4,48.01
14,5,39.05
14,6,38.01
14,7,34.00
14,8,31.02
14,9,28.02
14,10,24.02
14,11,23.02
14,12,9.06
14,13,6.00
14,14,0.00
14,15,18.03
14,16,2.00
14,17,15.03
14,18,15.03
14,19,19.03
14,20,23.02
14,21,26.02
15,0,19.03
15,1,56.01
15,2,53.01
15,3,46.01
15,4,48.01
15,5,39.05
15,6,38.01
15,7,34.00
15,8,31.02
15,9,28.02
15,10,24.02
15,11,23.02
15,12,9.06
15,13,6.00
15,14,18.03
15,15,0.00
15,16,20.02
15,17,15.03
15,18,15.03
15,19,19.03
15,20,23.02
15,21,26.02
16,0,9.06
16,1,58.01
16,2,55.01
16,3,48.01
16,4,50.00
16,5,41.01
16,6,40.01
16,7,36.01
16,8,33.02
16,9,30.02
16,10,26.02
16,11,25.02
16,12,11.00
16,13,8.06
16,14,2.00
16,15,20.02
16,16,0.00
16,17,13.00
16,18,13.00
16,19,17.03
16,20,21.02
16,21,24.02
17,0,22.02
17,1,71.01
17,2,68.01
17,3,61.01
17,4,63.01
17,5,54.01
17,6,53.01
17,7,49.04
17,8,46.01
17,9,43.01
17,10,39.05
17,11,38.01
17,12,24.02
17,13,21.02
17,14,15.03
17,15,15.03
17,16,13.00
17,17,0.00
17,18,0.00
17,19,4.00
17,20,8.06
17,21,11.00
18,0,19.03
18,1,71.01
18,2,68.01
18,3,61.01
18,4,63.01
18,5,54.01
18,6,53.01
18,7,49.04
18,8,46.01
18,9,43.01
18,10,39.05
18,11,38.01
18,12,24.02
18,13,21.02
18,14,15.03
18,15,15.03
18,16,13.00
18,17,0.00
18,18,0.00
18,19,4.00
18,20,8.06
18,21,11.00
19,0,26.02
19,1,75.01
19,2,72.01
19,3,65.01
19,4,67.01
19,5,58.01
19,6,57.01
19,7,53.01
19,8,50.00
19,9,47.01
19,10,43.01
19,11,42.01
19,12,28.02
19,13,25.02
19,14,19.03
19,15,19.03
19,16,17.03
19,17,4.00
19,18,4.00
19,19,0.00
19,20,4.00
19,21,7.07
20,0,30.02
20,1,79.01
20,2,76.01
20,3,69.01
20,4,71.01
20,5,62.01
20,6,61.01
20,7,57.01
20,8,54.01
20,9,51.01
20,10,47.01
20,11,46.01
20,12,32.02
20,13,29.02
20,14,23.02
20,15,23.02
20,16,21.02
20,17,8.06
20,18,8.06
20,19,4.00
20,20,0.00
20,21,3.00
21,0,33.02
21,1,82.01
21,2,79.01
21,3,72.01
21,4,74.01
21,5,65.01
21,6,64.01
21,7,60.01
21,8,57.01
21,9,54.01
21,10,50.00
21,11,49.04
21,12,35.01
21,13,32.02
21,14,26.02
21,15,26.02
21,16,24.02
21,17,11.00
21,18,11.00
21,19,7.07
21,20,3.00
21,21,0.00
